region_id,date,num_businesses,restaurant_count,retail_count,industrial_activity_score
R002,2025-02-17,428,88,108,62.02167397807098
R002,2025-02-18,283,89,41,39.314054546473244
R002,2025-02-19,69,98,64,78.9463202937985
R002,2025-02-20,160,73,122,52.06804768359665
R002,2025-02-21,202,62,24,17.343531473802454
R002,2025-02-22,183,12,145,90.19869303728699
R002,2025-02-23,165,70,50,66.07977045852614
R002,2025-02-24,143,52,135,41.74914462668902
R002,2025-02-25,169,16,126,15.75899915753346
R002,2025-02-26,418,56,31,0.1311726317909212
R002,2025-02-27,281,19,53,29.158336793562622
R002,2025-02-28,308,38,66,96.30668797625566
R002,2025-03-01,213,10,110,29.98178102755087
R002,2025-03-02,375,40,118,54.37806371347369
R002,2025-03-03,215,36,34,4.707391906589164
R002,2025-03-04,114,67,101,65.12747266686
R002,2025-03-05,132,69,61,72.0710192105436
R002,2025-03-06,343,27,26,83.42829922182482
R002,2025-03-07,333,24,109,63.166900985876985
R002,2025-03-08,480,73,84,50.83414729622835
R002,2025-03-09,96,41,31,79.34126602342201
R002,2025-03-10,304,26,23,62.98207847092534
R002,2025-03-11,59,60,139,76.19080498249865
R003,2025-01-01,393,27,54,70.60500930116838
R003,2025-01-02,182,57,84,88.3199515846168
R003,2025-01-03,446,59,148,28.18869131607026
R003,2025-01-04,391,86,137,65.78311287044
R003,2025-01-05,83,66,74,56.17734950961073
R003,2025-01-06,458,74,72,17.424258257864643
R003,2025-01-07,200,88,139,85.19913158004383
R003,2025-01-08,282,55,96,3.6685765804172266
R003,2025-01-09,417,67,143,40.803519839492466
R003,2025-01-10,390,79,112,34.471460792804955
R003,2025-01-11,308,15,108,64.59933204112338
R003,2025-01-12,313,87,67,13.797731451689888
R003,2025-01-13,223,11,144,40.820054425751366
R003,2025-01-14,291,79,149,95.771241581928
R003,2025-01-15,495,34,90,73.94821533622493
R003,2025-01-16,216,23,136,75.59825077452777
R003,2025-01-17,356,53,137,57.48429608792522
R003,2025-01-18,280,52,38,64.1478491444705
R003,2025-01-19,327,58,35,38.24199546767382
R003,2025-01-20,350,94,120,63.48586751342421
R003,2025-01-21,252,27,91,19.219840209510007
R003,2025-01-22,200,48,115,72.82896196962915
R003,2025-01-23,482,43,120,82.8910419483608
R003,2025-01-24,385,86,31,37.05659216473802
R003,2025-01-25,293,87,99,49.4477848469224
R003,2025-01-26,173,67,35,30.326457611939517
R003,2025-01-27,228,95,82,27.890364162384685
R003,2025-01-28,77,78,20,59.8991825691083
R003,2025-01-29,404,33,40,54.19287320506766
R003,2025-01-30,411,63,107,82.86928883393985
R003,2025-01-31,334,86,98,95.68403464732256
R003,2025-02-01,492,64,67,49.07483493487651
R003,2025-02-02,297,46,132,34.443493004421
R003,2025-02-03,407,66,138,53.06590445051459
R003,2025-02-04,247,73,66,86.24756174715472
R003,2025-02-05,290,46,26,50.9341875549404
R003,2025-02-06,383,94,111,43.73521975782353
R003,2025-02-07,270,47,90,57.06405153341066
R003,2025-02-08,461,54,115,46.0205396944937
R003,2025-02-09,159,89,54,45.80664600912026
R003,2025-02-10,480,10,122,33.60093460894616
R003,2025-02-11,53,45,43,22.886511478171624
R003,2025-02-12,179,37,104,21.94256314052896
R003,2025-02-13,415,18,143,21.77520892128334
R003,2025-02-14,113,89,94,37.06428808035525
R003,2025-02-15,334,45,28,94.30914780303546
R003,2025-02-16,394,61,77,51.10601406069719
R003,2025-02-17,144,23,118,80.31371457680157
R003,2025-02-18,480,95,41,39.3512679524473
R003,2025-02-19,287,89,77,22.029285167197532
R003,2025-02-20,64,18,56,81.92520063714346
R003,2025-02-21,215,22,78,59.65593626135563
R003,2025-02-22,402,42,98,4.850295416388195
R003,2025-02-23,291,73,107,97.28750481078342
R003,2025-02-24,226,34,110,59.84184150155434
R003,2025-02-25,249,79,39,15.510131309047125
R003,2025-02-26,89,75,146,34.49496871083932
R003,2025-02-27,449,46,100,60.52422014511401
R003,2025-02-28,151,80,130,35.824680887607975
R003,2025-03-01,413,66,47,5.3773354082374265
R003,2025-03-02,339,31,35,27.073490862763762
R003,2025-03-03,432,78,96,62.82087388260764
R003,2025-03-04,183,70,32,16.13547234012348
R003,2025-03-05,408,74,88,69.58067387159456
R003,2025-03-06,290,14,121,87.99668319073677
R003,2025-03-07,392,92,88,25.07779141427038
R003,2025-03-08,486,76,135,93.63574938710234
R003,2025-03-09,163,81,127,99.88736273330558
R003,2025-03-10,198,16,120,57.64076913740163
R003,2025-03-11,404,32,101,21.927539775101256
R004,2025-01-01,288,33,134,20.981120846503686
R004,2025-01-02,462,71,132,69.53606218671979
R004,2025-01-03,51,74,120,11.142577723094726
R004,2025-01-04,402,61,96,78.95081103497914
R004,2025-01-05,331,55,36,44.416057017636746
R004,2025-01-06,349,42,41,55.47015843716201
R004,2025-01-07,67,89,31,48.05315997283368
R004,2025-01-08,403,14,93,6.114957280337996
R004,2025-01-09,79,34,124,83.68284105809131
R004,2025-01-10,157,58,47,57.096188011077565
R004,2025-01-11,72,53,142,95.13038451133512
R004,2025-01-12,97,35,24,6.907724049730413
R004,2025-01-13,488,47,41,77.3653545781366
R004,2025-01-14,261,57,63,32.412863975650886
R004,2025-01-15,176,61,109,61.32878235541387
R004,2025-01-16,72,73,124,71.04545883375913
R004,2025-01-17,89,54,83,79.85321317941505
R004,2025-01-18,113,64,25,14.548619976003273
R004,2025-01-19,121,57,149,41.39947718121895
R004,2025-01-20,447,21,119,74.50022976160535
R004,2025-01-21,429,26,34,57.496559423026824
R004,2025-01-22,415,91,138,88.43180902922057
R004,2025-01-23,127,79,143,8.916936600539538
R004,2025-01-24,51,31,111,51.46947623359831
R004,2025-01-25,427,68,56,9.7322396380088
R004,2025-01-26,53,37,92,56.31061001244968
R004,2025-01-27,265,18,136,62.20644639492642
R004,2025-01-28,292,81,148,82.81028133804101
R004,2025-01-29,405,85,122,42.33140504496043
R004,2025-01-30,314,63,57,62.43541432042645
R004,2025-01-31,65,16,149,85.8118294770612
R004,2025-02-01,401,17,64,70.0294490299835
R004,2025-02-02,209,96,92,69.55236001621279
R004,2025-02-03,76,94,114,88.8956360659414
R004,2025-02-04,64,63,121,16.775106539440653
R004,2025-02-05,373,36,80,99.33431347429624
R004,2025-02-06,277,22,86,5.566895082302315
R004,2025-02-07,330,61,63,28.967789987406036
R004,2025-02-08,64,50,85,78.4083711193052
R004,2025-02-09,301,12,74,75.71889234209452
R004,2025-02-10,61,29,29,69.76038557211022
R004,2025-02-11,120,20,134,40.31005229333658
R004,2025-02-12,277,66,104,7.168810847457285
R004,2025-02-13,457,53,114,35.61023882809528
R004,2025-02-14,119,75,75,45.932291485143196
R004,2025-02-15,161,16,106,66.78613960502696
R004,2025-02-16,218,68,89,23.59023306055751
R004,2025-02-17,109,36,136,25.47914114476242
R004,2025-02-18,336,90,79,44.24648778083928
R004,2025-02-19,454,87,81,74.34666680155006
R004,2025-02-20,109,22,60,31.60373947778934
R004,2025-02-21,124,43,110,89.28376136922289
R004,2025-02-22,319,99,56,48.11672041613954
R004,2025-02-23,407,72,78,65.0870749996743
R004,2025-02-24,387,35,109,93.72185208776727
R004,2025-02-25,319,34,85,89.20696934699575
R004,2025-02-26,457,10,88,56.292214787896725
R004,2025-02-27,249,29,104,76.5804567414944
R004,2025-02-28,286,24,26,49.096699206280384
R004,2025-03-01,74,30,90,21.3248383574392
R004,2025-03-02,414,22,33,16.159223601641195
R004,2025-03-03,157,93,45,12.927329843072899
R004,2025-03-04,205,93,99,77.10381659077548
R004,2025-03-05,137,13,54,48.10236962007376
R004,2025-03-06,67,69,123,12.792686003767573
R004,2025-03-07,106,50,96,16.778096212641703
R004,2025-03-08,403,13,94,15.198022961611446
R004,2025-03-09,219,72,27,71.69480196400471
R004,2025-03-10,372,58,135,52.96468881120606
R004,2025-03-11,189,28,74,75.58529455467692
R005,2025-01-01,469,22,117,71.99552205644356
R005,2025-01-02,374,89,42,7.399093049610839
R005,2025-01-03,132,29,37,29.568020011665563
R005,2025-01-04,125,81,107,95.56324589601795
R005,2025-01-05,396,20,108,55.85413067279371
R005,2025-01-06,322,30,112,15.919291408976576
R005,2025-01-07,220,37,45,11.946884457603845
R005,2025-01-08,141,89,88,69.62309316109287
R005,2025-01-09,89,48,147,56.1446491592061
R005,2025-01-10,327,76,71,71.49720652225534
R005,2025-01-11,241,39,24,33.73981835385417
R005,2025-01-12,443,17,115,40.454349723729486
R005,2025-01-13,410,41,72,14.409173321976255
R005,2025-01-14,183,85,116,28.01019030233851
R005,2025-01-15,66,84,99,63.24690113663165
R005,2025-01-16,381,72,112,38.93816057048589
R005,2025-01-17,496,68,68,99.39561389855204
R005,2025-01-18,247,43,45,34.99848535270581
R005,2025-01-19,483,29,131,56.95418953116512
R005,2025-01-20,129,45,137,19.548265643376027
R005,2025-01-21,245,44,131,64.53766656462325
R005,2025-01-22,458,15,115,40.49316340935073
R005,2025-01-23,82,13,71,58.57064517105286
R005,2025-01-24,298,53,57,34.516817633305095
R005,2025-01-25,50,93,86,11.32928224803742
R005,2025-01-26,128,55,25,29.772080261928213
R005,2025-01-27,177,40,78,41.34390392648106
R005,2025-01-28,194,11,118,11.001721105534767
R005,2025-01-29,476,79,45,2.0600969057868013
R005,2025-01-30,491,48,77,37.88843949296044
R005,2025-01-31,196,36,68,48.492759186777
R005,2025-02-01,103,40,149,12.98964646022105
R005,2025-02-02,419,47,70,89.29018083965829
R005,2025-02-03,388,58,35,26.7283937228858
R005,2025-02-04,133,35,70,25.120979034785627
R005,2025-02-05,306,16,46,87.00204129246491
R005,2025-02-06,264,83,31,53.656022035687926
R005,2025-02-07,193,21,71,82.85929835180724
R005,2025-02-08,201,82,57,95.23983813017874
R005,2025-02-09,261,92,137,7.826446747748994
R005,2025-02-10,241,27,90,7.210727376764936
R005,2025-02-11,235,89,109,81.38098298985527
R005,2025-02-12,201,78,128,52.523185877394496
R005,2025-02-13,491,84,55,85.84699850092144
R005,2025-02-14,150,55,29,62.14066886648021
R005,2025-02-15,497,51,30,8.973517746558668
R005,2025-02-16,218,51,75,54.34982670943364
R005,2025-02-17,210,54,28,96.44824693801296
R005,2025-02-18,273,54,61,57.851688670221556
R005,2025-02-19,491,77,148,73.03865138702177
R005,2025-02-20,430,67,56,90.27303197160906
R005,2025-02-21,233,26,131,16.28385375790816
R005,2025-02-22,400,94,66,58.313602720196066
R005,2025-02-23,320,36,126,83.38417233754065
R005,2025-02-24,370,76,142,69.78573653667168
R005,2025-02-25,418,45,131,55.956064526815965
R005,2025-02-26,445,49,141,70.18659971446317
R005,2025-02-27,212,28,77,18.795081318898976
R005,2025-02-28,86,98,91,39.19352403476167
R005,2025-03-01,289,70,59,72.3663223636811
R005,2025-03-02,79,90,121,20.97324784499095
R005,2025-03-03,267,41,141,86.36522443490934
R005,2025-03-04,60,32,104,47.36153130629941
R005,2025-03-05,493,86,73,59.565563653137524
R005,2025-03-06,337,95,83,48.04790662669538
R005,2025-03-07,307,32,50,98.1735957717056
R005,2025-03-08,443,42,80,65.71812429984742
R005,2025-03-09,173,18,141,63.15521926949707
R005,2025-03-10,223,35,147,77.78626753398994
R005,2025-03-11,71,28,140,47.006665907060864
R006,2025-01-01,378,37,112,79.10687789147323
R006,2025-01-02,167,26,83,64.4072125379289
R006,2025-01-03,104,89,76,73.61944962856597
R006,2025-01-04,492,81,85,91.83423781429359
R006,2025-01-05,335,77,40,93.23157301936888
R006,2025-01-06,230,48,98,25.031568134055448
R006,2025-01-07,394,59,116,41.808812561028454
R006,2025-01-08,326,16,88,48.56110632059983
R006,2025-01-09,387,87,126,49.15630115798408
R006,2025-01-10,325,86,126,96.57505979107228
R006,2025-01-11,281,97,34,92.76809965819119
R006,2025-01-12,418,25,28,17.45775915772787
R006,2025-01-13,216,36,51,30.82252327910282
R006,2025-01-14,340,17,72,35.69430232089983
R006,2025-01-15,78,82,23,82.44301246349573
R006,2025-01-16,415,90,41,46.39810674819243
R006,2025-01-17,105,81,100,52.73033703246235
R006,2025-01-18,421,69,44,58.710317779205134
R006,2025-01-19,488,92,115,68.54851934925532
R006,2025-01-20,486,37,130,28.610812117231877
R006,2025-01-21,225,81,52,74.9213630795649
R006,2025-01-22,116,93,82,95.35072742689368
R006,2025-01-23,488,65,28,15.914339623025297
R006,2025-01-24,337,95,30,49.05850690499284
R006,2025-01-25,363,89,36,4.647652151415349
R006,2025-01-26,383,62,26,98.42147741144454
R006,2025-01-27,267,53,143,61.482478593213905
R006,2025-01-28,374,65,66,39.08433156818776
R006,2025-01-29,77,19,105,44.15490346752955
R006,2025-01-30,377,92,64,68.31967504429713
R006,2025-01-31,158,99,62,1.6678553068114166
R006,2025-02-01,289,60,77,91.89208897144883
R006,2025-02-02,277,20,37,49.73593263407715
R006,2025-02-03,365,58,102,35.93129010113867
R006,2025-02-04,318,87,107,78.39975298273797
R006,2025-02-05,323,91,70,38.822718219785116
R006,2025-02-06,484,77,29,21.008157905581793
R006,2025-02-07,99,71,96,22.048424701618117
R006,2025-02-08,348,91,149,48.3041403596178
R006,2025-02-09,274,26,86,47.0995822837372
R006,2025-02-10,390,42,145,59.110203782130355
R006,2025-02-11,351,80,55,60.65788289942227
R006,2025-02-12,73,39,140,4.40402345288704
R006,2025-02-13,54,92,133,39.60103665595018
R006,2025-02-14,463,98,118,66.45716914987545
R006,2025-02-15,348,54,102,32.58937651866328
R006,2025-02-16,358,17,24,54.66898612213284
R006,2025-02-17,457,69,85,28.055247516279703
R006,2025-02-18,152,96,120,77.79145089269778
R006,2025-02-19,447,62,107,38.19467195910975
R006,2025-02-20,277,89,75,62.476593500183974
R006,2025-02-21,469,80,71,64.91293348648193
R006,2025-02-22,203,52,76,80.71843663298799
R006,2025-02-23,296,96,148,62.104326677200596
R006,2025-02-24,318,23,31,99.7124354588399
R006,2025-02-25,281,48,24,10.50847469913494
R006,2025-02-26,326,89,117,95.59575411566881
R006,2025-02-27,395,88,29,34.06295250248517
R006,2025-02-28,403,39,76,36.93985901843344
R006,2025-03-01,89,54,62,48.39523684536486
R006,2025-03-02,255,55,29,63.132184179305625
R006,2025-03-03,348,12,133,63.408670276752176
R006,2025-03-04,108,67,87,77.82562862761398
R006,2025-03-05,98,31,112,34.521929245375446
R006,2025-03-06,224,70,33,12.633703200718049
R006,2025-03-07,291,97,86,67.3330341363307
R006,2025-03-08,196,71,27,13.406994684290574
R006,2025-03-09,445,56,112,24.131781647035368
R006,2025-03-10,341,47,52,92.61319688319472
R006,2025-03-11,427,40,36,34.059577608987865
R007,2025-01-01,399,64,25,29.753208495168582
R007,2025-01-02,413,89,82,28.692291748084507
R007,2025-01-03,82,11,52,66.86102893557145
R007,2025-01-04,157,85,103,82.09039390771747
R007,2025-01-05,432,98,78,1.411981830866882
R007,2025-01-06,392,48,56,37.42433650883969
R007,2025-01-07,367,21,142,96.47649384579078
R007,2025-01-08,474,44,83,18.125375930951993
R007,2025-01-09,269,14,108,33.29814670144706
R007,2025-01-10,269,15,91,85.46091259371812
R007,2025-01-11,324,46,143,30.645769396581855
R007,2025-01-12,150,48,53,52.60020795641952
R007,2025-01-13,80,86,21,97.79445112594516
R007,2025-01-14,99,20,40,18.75887755517176
R007,2025-01-15,219,56,34,64.83245379686967
R007,2025-01-16,408,90,84,53.28525082103648
R007,2025-01-17,66,18,145,27.11462983161027
R007,2025-01-18,269,40,67,58.69912285666946
R007,2025-01-19,245,56,22,21.958239336640574
R007,2025-01-20,311,85,78,31.050504685566505
R007,2025-01-21,365,55,30,50.344859469505806
R007,2025-01-22,324,29,97,68.35723681327092
R007,2025-01-23,235,30,35,36.09596748036784
R007,2025-01-24,264,29,148,73.0192129010772
R007,2025-01-25,89,26,25,46.36690035920071
R007,2025-01-26,429,55,128,97.8683457892725
R007,2025-01-27,350,25,61,63.31125392511655
R007,2025-01-28,91,54,128,35.871723136452474
R007,2025-01-29,375,86,28,18.66896043863564
R007,2025-01-30,201,54,96,54.42425899684871
R007,2025-01-31,199,66,109,31.717770289956192
R007,2025-02-01,102,95,132,1.8400533018351983
R007,2025-02-02,262,46,76,46.135518613904225
R007,2025-02-03,383,77,58,15.746052808257428
R007,2025-02-04,201,73,96,55.60536362601564
R007,2025-02-05,458,52,73,62.75232234685492
R007,2025-02-06,194,34,38,8.459436298286782
R007,2025-02-07,172,88,88,68.49240006911738
R007,2025-02-08,164,83,145,55.39184413328968
R007,2025-02-09,415,57,71,96.28449865925091
R007,2025-02-10,468,97,78,96.85858716748554
R007,2025-02-11,258,61,23,13.34259222986962
R007,2025-02-12,105,89,40,29.942072661979257
R007,2025-02-13,333,46,39,76.54940454127028
R007,2025-02-14,243,44,46,16.13078549502499
R007,2025-02-15,83,54,107,72.29052270726399
R007,2025-02-16,114,88,68,2.408299080707199
R007,2025-02-17,160,73,117,20.6190632796472
R007,2025-02-18,433,61,39,78.20425854805863
R007,2025-02-19,180,20,81,39.5554536390142
R007,2025-02-20,492,94,130,38.119092083051875
R007,2025-02-21,361,79,40,57.56266150850663
R007,2025-02-22,71,25,133,70.71193039056233
R007,2025-02-23,475,43,135,76.40562553840407
R007,2025-02-24,437,38,129,61.34991340964978
R007,2025-02-25,149,73,106,65.71072529157055
R007,2025-02-26,280,43,83,94.83644314037825
R007,2025-02-27,167,77,146,77.55200564568466
R007,2025-02-28,317,74,53,97.62190035933284
R007,2025-03-01,342,54,99,17.999114752432465
R007,2025-03-02,289,97,41,47.66425701659522
R007,2025-03-03,90,69,20,66.30539757394021
R007,2025-03-04,107,32,67,10.363223616972551
R007,2025-03-05,112,14,62,38.780744426601444
R007,2025-03-06,376,31,100,88.045314643723
R007,2025-03-07,438,72,90,92.5099732445703
R007,2025-03-08,140,31,39,55.361442950776016
R007,2025-03-09,394,53,113,72.38348047875719
R007,2025-03-10,66,54,82,36.08759517257548
R007,2025-03-11,461,61,56,24.817600807900998
R008,2025-01-01,424,98,134,18.54873090908613
R008,2025-01-02,460,24,55,25.407883920833896
R008,2025-01-03,486,13,86,77.46705556239823
R008,2025-01-04,331,34,108,29.983682314392603
R008,2025-01-05,226,52,113,12.75811384769896
R008,2025-01-06,142,87,58,96.80037528501167
R008,2025-01-07,365,91,21,95.04329355946093
R008,2025-01-08,76,84,128,86.94524645504303
R008,2025-01-09,130,40,68,75.274939155405
R008,2025-01-10,174,78,20,30.634404572825492
R008,2025-01-11,87,88,76,38.19423044026227
R008,2025-01-12,385,74,118,95.30452269632659
R008,2025-01-13,442,93,29,53.90586802556362
R008,2025-01-14,337,12,128,50.59007199305816
R008,2025-01-15,306,69,86,97.10437250512487
R008,2025-01-16,58,97,82,67.89892054493542
R008,2025-01-17,355,22,103,41.92084188097008
R008,2025-01-18,285,62,22,75.65468922163446
R008,2025-01-19,470,83,146,43.00218914253085
R008,2025-01-20,281,66,40,32.82007091924246
R008,2025-01-21,292,10,111,39.07891745311214
R008,2025-01-22,414,86,143,99.61283617639626
R008,2025-01-23,183,30,39,82.69906524667351
R008,2025-01-24,214,99,127,36.51461764793221
R008,2025-01-25,175,65,26,92.289233759925
R008,2025-01-26,344,89,100,83.0926612871975
R008,2025-01-27,181,65,63,79.95214649716526
R008,2025-01-28,482,30,132,21.366732006104773
R008,2025-01-29,470,78,24,88.63273073583775
R008,2025-01-30,251,70,28,48.80523717014448
R008,2025-01-31,443,36,123,38.99594992131594
R008,2025-02-01,162,78,38,64.62228772546683
R008,2025-02-02,404,48,145,29.334230253513095
R008,2025-02-03,57,80,93,82.24388241587694
R008,2025-02-04,72,46,125,72.17011706014496
R008,2025-02-05,162,80,70,76.26039830338512
R008,2025-02-06,293,45,62,10.581449766713579
R008,2025-02-07,376,65,102,1.7565138389650348
R008,2025-02-08,422,28,144,52.73476913289357
R008,2025-02-09,240,33,92,81.7188545737186
R008,2025-02-10,115,29,98,47.950640664663084
R008,2025-02-11,343,15,74,3.672077091486614
R008,2025-02-12,197,81,133,7.707357340604548
R008,2025-02-13,464,97,108,29.627845092173487
R008,2025-02-14,207,66,28,91.02093457092666
R008,2025-02-15,225,95,38,90.73860483445438
R008,2025-02-16,266,84,118,94.69057177298346
R008,2025-02-17,59,95,149,9.175874754150904
R008,2025-02-18,237,42,100,67.3637028475007
R008,2025-02-19,130,92,63,18.454532831259364
R008,2025-02-20,442,96,70,40.58915890797267
R008,2025-02-21,412,23,125,99.63863858974132
R008,2025-02-22,363,11,22,88.69830137928689
R008,2025-02-23,465,81,73,9.44373400540196
R008,2025-02-24,137,44,69,82.67532931105424
R008,2025-02-25,449,89,117,14.97506313974586
R008,2025-02-26,159,97,125,0.05632589467101656
R008,2025-02-27,317,15,41,75.07961496553845
R008,2025-02-28,468,31,141,59.085140276067804
R008,2025-03-01,294,37,121,44.08020394265424
R008,2025-03-02,412,30,58,61.27088795374844
R008,2025-03-03,480,38,20,15.793353727484117
R008,2025-03-04,194,18,88,54.12989783677499
R008,2025-03-05,334,40,36,83.37084343806434
R008,2025-03-06,106,59,69,66.74356860100707
R008,2025-03-07,341,82,100,5.601448215494653
R008,2025-03-08,245,29,58,21.003303619687554
R008,2025-03-09,56,53,53,17.320247564787206
R008,2025-03-10,196,14,98,82.4113852817406
R008,2025-03-11,77,71,51,93.06337104657204
R009,2025-01-01,154,32,86,20.32041932882648
R009,2025-01-02,263,51,65,13.108755304110609
R009,2025-01-03,454,76,58,0.6160807349593123
R009,2025-01-04,54,20,31,0.9298670579184098
R009,2025-01-05,158,22,109,16.251320466912812
R009,2025-01-06,226,84,124,69.19045007509045
R009,2025-01-07,301,16,50,7.276171663486119
R009,2025-01-08,434,43,39,1.0614000754365582
R009,2025-01-09,497,54,36,22.500985758430893
R009,2025-01-10,461,51,97,12.954607758664327
R009,2025-01-11,426,63,90,89.8343390450985
R009,2025-01-12,349,97,29,79.87148643221444
R009,2025-01-13,423,32,61,46.6292023619344
R009,2025-01-14,481,14,110,64.91053103716334
R009,2025-01-15,189,72,77,76.28254185923862
R009,2025-01-16,67,80,72,36.25102385094537
R009,2025-01-17,166,61,109,91.29551219608781
R009,2025-01-18,350,82,95,59.50251830209381
R009,2025-01-19,100,21,97,79.11118905261797
R009,2025-01-20,54,22,60,80.68979847195571
