region_id,date,temperature,precipitation,humidity
R001,2025-02-23,25.957838533449408,22.291678329872727,64.05018487944449
R001,2025-02-24,21.47964447085626,33.16278035687557,76.8347490610848
R001,2025-02-25,29.590854644645812,41.365134480717266,75.44263920832144
R001,2025-02-26,23.06109495451684,31.518090018284127,76.54485492934087
R001,2025-02-27,26.5134971711619,19.028434702334636,59.704401609830505
R001,2025-02-28,27.902161993128356,21.260642847057316,64.75480752371163
R001,2025-03-01,22.544382935364062,41.16979409750653,84.80922094592829
R001,2025-03-02,30.278877672960522,7.9609337386982055,87.84283641781738
R001,2025-03-03,18.377363193636526,20.833489647158626,33.950583665487656
R001,2025-03-04,28.431401349312317,27.862121556695463,32.96662745525736
R001,2025-03-05,22.961648336319577,21.60038944525376,82.90754500352782
R001,2025-03-06,23.66758561300778,42.3780035781614,89.40967559193884
R001,2025-03-07,31.167354666001415,27.632022573522104,79.27992716506468
R001,2025-03-08,15.359637868597138,39.88236873233576,63.62757595908736
R001,2025-03-09,34.24270406557649,26.83346762533434,41.62462076711556
R001,2025-03-10,31.89066087356593,23.815919576507056,31.752918814538326
R001,2025-03-11,20.844581307879103,12.121821725823507,55.02924834274655
R002,2025-01-01,22.835594867343897,38.084561795697105,60.305169063333985
R002,2025-01-02,15.954018917082514,29.49430665316171,39.14780003216145
R002,2025-01-03,25.825049355778802,5.064323125097331,57.559873021609754
R002,2025-01-04,28.78150748123223,27.846239335348567,86.51140774176335
R002,2025-01-05,30.343045398808883,2.1297188539692757,41.157514035484674
R002,2025-01-06,31.397939930821657,18.68616095055975,85.37326082085875
R002,2025-01-07,34.33332235276007,41.00187731367053,88.05239481815082
R002,2025-01-08,30.298779771118717,26.387199361877112,39.516416994062496
R002,2025-01-09,30.533600952972403,47.845715145362185,55.27202609472407
R002,2025-01-10,32.311255287712655,12.0435094153224,34.18125333068764
R002,2025-01-11,22.189433034467946,28.97457018927977,82.60846876878526
R002,2025-01-12,25.323312770941047,0.3935530169138224,68.56779433204855
R002,2025-01-13,27.688956747275032,38.81852112795839,85.74218448193774
R002,2025-01-14,27.260213768366384,34.13710226082564,84.72011306342165
R002,2025-01-15,21.086867095338103,0.11656965638588979,86.84801626187279
R002,2025-01-16,18.250093202297627,20.349350372039982,88.70459487055811
R002,2025-01-17,32.07466109733765,20.072336870115915,70.34616479638282
R002,2025-01-18,15.108179932812755,49.62882966579112,43.91953412198268
R002,2025-01-19,29.55129125141547,20.399311393408396,75.5542204162753
R002,2025-01-20,15.271032333583484,23.292974374071417,72.62077975151686
R002,2025-01-21,20.059426889519557,46.56915777227316,66.74907489440281
R002,2025-01-22,20.47780614974198,44.39678680721954,56.13114368399163
R002,2025-01-23,15.838048485717353,6.041448525836612,86.97161664904891
R002,2025-01-24,17.71152618617964,25.68018102207079,89.81290768198048
R002,2025-01-25,31.47884845116995,17.440555741285635,54.86926101181521
R002,2025-01-26,26.169623790927375,22.843972392585254,64.9291703805213
R002,2025-01-27,15.670991653050043,3.9751915252053625,32.31683936861999
R002,2025-01-28,34.537566853307084,8.186635453674452,76.41401276592374
R002,2025-01-29,16.086374032326415,14.28952100547437,60.21322646169354
R002,2025-01-30,27.689960478760185,20.894487756299746,87.66896637728877
R002,2025-01-31,15.0857513385962,18.101620364016718,59.60582836544748
R002,2025-02-01,25.930687583752277,39.48003446936972,31.321041855414496
R002,2025-02-02,20.99310740213696,19.163050909437086,69.45274498484193
R002,2025-02-03,21.075130558192257,29.420339247348217,47.95037956316095
R002,2025-02-04,17.96590480523453,46.39839776086901,50.26656389010028
R002,2025-02-05,24.95180772361863,16.684196829493775,30.671248702098488
R002,2025-02-06,19.81462556863186,7.6359626091210995,32.53846021789718
R002,2025-02-07,19.32482445924387,10.885449350368837,36.57561784030776
R002,2025-02-08,29.461440125803882,15.517216911812826,45.036711145048855
R002,2025-02-09,16.612793085100073,48.640981638429324,44.3838396029736
R002,2025-02-10,33.54249901672203,45.223127935175064,46.47419898732168
R002,2025-02-11,23.853820092317466,18.273134551985116,80.5060164574591
R002,2025-02-12,29.562756887568092,1.5792389611538171,58.34870860823588
R002,2025-02-13,28.1147681560228,18.468646917139512,77.90467348097127
R002,2025-02-14,27.30312973150115,21.168907424125194,44.986238337734605
R002,2025-02-15,25.08934080968409,2.6365912406430936,72.68328948806113
R002,2025-02-16,28.41304438677744,43.234227554501466,31.680492162457735
R002,2025-02-17,22.199657843371213,20.841131546625117,32.22745537822636
R002,2025-02-18,32.73858720490044,24.718782392205412,81.33852186896678
R002,2025-02-19,21.49679931136427,23.68303698129179,86.10499450847544
R002,2025-02-20,34.575461479947094,25.096109357595438,83.22922398554677
R002,2025-02-21,23.009811878795645,11.24741924251697,37.94654059364134
R002,2025-02-22,18.282039548893337,39.703718089170074,37.72609822450714
R002,2025-02-23,19.334646120011698,36.13078706561435,48.59757863786453
R002,2025-02-24,26.190355935804476,40.880193117560715,38.32700994962984
R002,2025-02-25,23.252918442896952,15.694632998433356,63.093712768176296
R002,2025-02-26,21.25331504706493,24.21636093909815,79.27202671211754
R002,2025-02-27,23.419433501607166,9.885685048710302,77.71962929214794
R002,2025-02-28,32.765122643597934,40.48224182730428,30.58946852652729
R002,2025-03-01,33.094785180103415,49.752478965750136,51.86308801065371
R002,2025-03-02,15.874355105975903,14.871931169857078,66.77270054299154
R002,2025-03-03,30.604501421116947,8.321051778669808,44.74913991670759
R002,2025-03-04,21.2164931985495,17.898606271855243,52.025363703929585
R002,2025-03-05,21.562060346431206,2.6700025800335316,64.07837055101191
R002,2025-03-06,20.07740960735662,48.230100282999715,79.07884858630754
R002,2025-03-07,23.660501775401297,48.74847354958933,84.64008585981537
R002,2025-03-08,34.93572151526428,1.5423540929701829,76.21961673103974
R002,2025-03-09,32.68081209673262,2.541423160268985,41.44593470518286
R002,2025-03-10,16.080675533564957,36.366793624690864,39.137225340813195
R002,2025-03-11,22.672250542224877,14.240000071675707,79.56162904900677
R003,2025-01-01,15.478237749823077,5.916682213573798,75.09034380316731
R003,2025-01-02,19.61709040059726,6.338163362605553,36.90723075795684
R003,2025-01-03,16.693842668538625,0.5975084911191086,44.142692624599285
R003,2025-01-04,32.73627954957194,20.890440553662636,57.80936214673358
R003,2025-01-05,15.440446696818116,39.322964887650656,55.666891966729665
R003,2025-01-06,31.787647538259876,11.674964460490367,52.09636812385749
R003,2025-01-07,23.28183794228789,0.7744176775296874,56.000591610264244
R003,2025-01-08,28.839793032927595,5.384812572517256,87.81169880958464
R003,2025-01-09,15.22215318976703,17.236162163631807,61.476378616159174
R003,2025-01-10,25.260518815315123,15.777594828564556,72.76819767835624
R003,2025-01-11,20.007460027153535,8.478899047726019,73.11368850179318
R003,2025-01-12,30.227806217083064,28.186555136498768,64.02275414457213
R003,2025-01-13,18.713336522204514,25.49775720886046,57.85635885993224
R003,2025-01-14,16.271544716386373,15.452992593230192,40.202385076655816
R003,2025-01-15,33.346726233413634,10.959888634510605,84.78150267424463
R003,2025-01-16,17.42813880165366,38.15398626699528,59.83606871961233
R003,2025-01-17,15.389513547720309,2.491279089631554,83.45194571250121
R003,2025-01-18,30.487526723703468,37.492453664246625,88.66561579299164
R003,2025-01-19,32.317675815395404,12.822841798715256,69.44372283535992
R003,2025-01-20,21.025469460577046,17.833610197120258,50.66445003941719
R003,2025-01-21,32.103153394407485,19.485969021095826,76.48031483972265
R003,2025-01-22,20.571687067370444,4.182047271036904,70.32298043452488
R003,2025-01-23,29.733354023218297,26.37632508868325,32.28120884022149
R003,2025-01-24,25.0152229177397,28.529546856496946,70.39067004211098
R003,2025-01-25,22.80121860610579,20.209256385885695,76.4854646238531
R003,2025-01-26,31.020368920084657,29.012037680680198,64.558756549073
R003,2025-01-27,26.220114352939788,19.41546901889412,36.62403961972613
R003,2025-01-28,34.20204535017575,17.337495898279144,37.72059378664434
R003,2025-01-29,30.95136285216977,23.16073360283532,30.928052433142344
R003,2025-01-30,31.500596992339297,41.92679237141568,45.814002308398685
R003,2025-01-31,15.149582810311035,3.4024300922263273,54.863369057823554
R003,2025-02-01,29.604706534336756,49.72351873453435,89.96553980916974
R003,2025-02-02,33.73622210883845,48.64713624502164,76.78083306454874
R003,2025-02-03,26.895294651916178,16.51147347357674,30.10529765885266
R003,2025-02-04,21.7878560410011,21.041151090176403,72.43931700942774
R003,2025-02-05,23.593730192245324,10.081152010695792,85.213281701797
R003,2025-02-06,31.09487522118234,32.38805596647631,66.92872663145548
R003,2025-02-07,19.236220513161584,35.50985973850595,60.549313947409246
R003,2025-02-08,15.369337930568857,40.04982458863316,83.70789887491641
R003,2025-02-09,15.48084649780396,16.44750222419706,44.34268048584262
R003,2025-02-10,33.24170277812622,44.783871810878054,44.50619132133329
R003,2025-02-11,26.05687913073394,10.908990399943786,68.42050312913692
R003,2025-02-12,16.32275887579697,0.8655443013913022,53.731711534043626
R003,2025-02-13,33.09236814373102,16.666943603764118,60.51803516891481
R003,2025-02-14,33.87708471172579,35.270893187021905,54.422247521689734
R003,2025-02-15,32.81538572052457,3.52670538690818,87.50125237198574
R003,2025-02-16,33.237816612448796,29.59250311294548,79.42150970775094
R003,2025-02-17,21.030981179435436,6.064842852519664,36.29531179049685
R003,2025-02-18,19.394331446695595,48.74082121260084,32.849950754994936
R003,2025-02-19,20.493554275632626,48.121127787546264,60.4824395432243
R003,2025-02-20,29.56671974516735,34.307109601893934,80.6088732710346
R003,2025-02-21,34.49868514092737,11.813988630632444,60.60764698267652
R003,2025-02-22,18.20414545951405,7.9019366129354065,65.94396753537642
R003,2025-02-23,24.75411130054757,29.574402301682813,65.51387661768256
R003,2025-02-24,23.95711690873466,3.239907470129322,77.35714354054026
R003,2025-02-25,28.675081854276236,19.842185735613537,55.61596078387929
R003,2025-02-26,22.05894215704062,18.602466037655933,35.23519152264901
R003,2025-02-27,27.858507971096213,6.242675747484505,37.53585134012528
R003,2025-02-28,32.859173316723314,28.16773161015439,65.80123980773934
R003,2025-03-01,25.0559962655018,34.94999041913939,50.67877331708297
R003,2025-03-02,15.077049278544596,42.97555517349922,83.49846054466153
R003,2025-03-03,20.895941580587984,24.435782421333162,85.1170933361328
R003,2025-03-04,34.30742146745159,0.8937933679779686,70.95005206687779
R003,2025-03-05,25.983802876602912,43.16426897047669,83.65450615626546
R003,2025-03-06,32.45856287988426,13.983636441732566,82.23651405086265
R003,2025-03-07,21.224652522609976,23.971671600342564,41.546893156059774
R003,2025-03-08,24.429572188598463,10.978784228430156,65.01424953156791
R003,2025-03-09,17.666738922164658,6.601435855066651,31.688577198666597
R003,2025-03-10,22.077935882878478,12.541904021913236,87.34763833247163
R003,2025-03-11,15.807288349431477,13.851798800800436,42.42244719059006
R004,2025-01-01,18.780691968618957,29.060586851277197,47.54773811994238
R004,2025-01-02,31.622255406781477,1.4813415698635424,55.47628157127758
R004,2025-01-03,21.926613571909748,18.257073238393374,35.359916387253925
R004,2025-01-04,29.587555979083184,49.81649051309135,50.48930961535411
R004,2025-01-05,30.87286493323567,18.728127687634437,68.14265205470355
R004,2025-01-06,21.701498177842552,45.65628243665563,58.295454728392876
R004,2025-01-07,25.86615844238466,28.34257186967868,69.49588919215302
R004,2025-01-08,28.22159307601495,5.407198031695071,79.41794772315029
R004,2025-01-09,33.23086816680963,27.81200329245321,72.53270899389321
R004,2025-01-10,34.55576750747625,7.408030828624956,51.76576042758764
R004,2025-01-11,24.828486388013708,12.450032391266475,38.538806722561425
R004,2025-01-12,30.4445514798643,26.306182513366284,52.0427845855621
R004,2025-01-13,28.30032848264592,35.57865708999607,58.53776981667986
R004,2025-01-14,25.545968945019037,11.797166182118401,34.40761863515223
R004,2025-01-15,17.009074269711974,14.543115018204272,38.7863039294847
R004,2025-01-16,18.67542558908039,32.225661809970816,89.7818588596235
R004,2025-01-17,15.800026802981197,4.275631329396068,32.894768392412594
R004,2025-01-18,22.728615642171384,31.460698748312517,34.80923327579111
R004,2025-01-19,34.17387326464635,5.109549446063505,54.94719020510193
R004,2025-01-20,34.91397166403197,49.535078858322365,44.24354994733368
R004,2025-01-21,19.64315274722027,23.108446076360085,69.13893948534354
R004,2025-01-22,33.12226392138307,39.12560143384708,65.38703062902043
R004,2025-01-23,26.50744952764557,41.648314507370294,70.68564361201553
R004,2025-01-24,19.643855333422266,22.867129243570687,70.3914085894702
R004,2025-01-25,34.713495781452366,4.451764339244285,47.003006640909106
R004,2025-01-26,18.816548184995867,38.12954537650122,42.3306813907696
R004,2025-01-27,18.25682185756402,40.25123767232734,67.78986210585089
R004,2025-01-28,32.24103507674968,2.865316440659532,48.790176866580104
R004,2025-01-29,28.754639410925407,35.18021901339553,70.49101024514985
R004,2025-01-30,29.41205231375911,27.686618008150877,73.03497310598976
R004,2025-01-31,16.791966174150545,44.00090631224896,78.9083129474619
R004,2025-02-01,27.03421853114943,29.332303208992677,83.11025888676423
R004,2025-02-02,25.872655834115125,44.407267633497256,67.79422759422741
R004,2025-02-03,27.10022020470656,46.37992769041825,86.59503605072639
R004,2025-02-04,16.515639938245744,8.290045742528484,78.45805439926933
R004,2025-02-05,23.446602952917694,47.774766679594435,46.417462009968204
R004,2025-02-06,21.180183963912075,41.8010624667093,73.30684465655737
R004,2025-02-07,33.49361937416702,39.88052861249574,61.594763667882404
R004,2025-02-08,32.00826179050961,47.599141081790606,64.6316148636786
R004,2025-02-09,26.047389722520652,32.86655858304829,55.86094763868563
R004,2025-02-10,33.92440141051763,43.732741369182556,87.74543447432445
R004,2025-02-11,20.66380014981243,8.823535568159313,71.93075744809704
R004,2025-02-12,18.650972127615795,27.430113789163347,32.50698159393973
R004,2025-02-13,26.840630810031854,36.22330669710701,48.504617712667816
R004,2025-02-14,34.62121513434532,12.599454841440123,34.802130005052256
R004,2025-02-15,28.707008066737508,2.94513477708736,67.87549890047637
R004,2025-02-16,31.607543015899314,46.11479792477077,49.08961373335438
R004,2025-02-17,33.67732092699384,49.63412609079729,51.33196738900634
R004,2025-02-18,31.01608873075064,5.60992460442159,83.75233218675118
R004,2025-02-19,25.608946591950335,29.812078463491265,89.37287193143177
R004,2025-02-20,26.596081307188236,37.85461776454998,37.103148082430074
R004,2025-02-21,30.355422991264554,4.595896477540412,44.96159785359821
R004,2025-02-22,32.312089138073276,45.85499316062335,31.63749562872432
R004,2025-02-23,23.335880481595787,11.64987415428762,55.51298003626243
R004,2025-02-24,25.93741747762555,22.690604502607176,34.126708323311455
R004,2025-02-25,19.29802585499222,7.308972568172645,73.28372993227043
R004,2025-02-26,34.307347142470654,34.577299570361156,75.69475140976586
R004,2025-02-27,18.207779040551802,44.96599590949605,30.974032544461185
R004,2025-02-28,27.019816287799124,29.81327390577007,57.128906742707294
R004,2025-03-01,26.93030909453546,24.112586685770722,65.56756611377358
R004,2025-03-02,26.24045822581055,17.135853535573364,38.28932879547078
R004,2025-03-03,24.284201455177605,9.088725550325744,81.39977385809269
R004,2025-03-04,18.591824736103657,10.19112267682658,52.61159266125304
R004,2025-03-05,15.010370687226755,14.27005891210882,49.3703326752526
R004,2025-03-06,32.553572529330076,27.694768140250197,50.43803674105885
R004,2025-03-07,19.834982884010326,23.64964188363367,76.24152396202393
R004,2025-03-08,18.377137554431343,2.251010632479067,79.27974442397425
R004,2025-03-09,16.82426275963985,21.768592894156374,69.9029276845342
R004,2025-03-10,17.988647995914,24.717768404530204,69.42132740339727
R004,2025-03-11,22.577420318865567,10.18850346581221,54.48150843199063
R005,2025-01-01,18.90987767033412,11.635925035743917,70.77316198630095
R005,2025-01-02,24.8032683887338,30.48815277169709,74.15522751512873
R005,2025-01-03,24.148685554176566,45.432135555860576,37.96354193184874
R005,2025-01-04,24.541937821095107,33.916428592065174,33.63164726392324
R005,2025-01-05,17.53305422469698,29.215815205775677,86.94025584267804
R005,2025-01-06,18.943496403169895,49.31425290774305,49.38732032712045
R005,2025-01-07,15.095827269869977,17.845155800182162,50.48869279893644
R005,2025-01-08,22.09776040058708,33.19735896025659,63.4577336525029
R005,2025-01-09,23.980834428920982,29.184509690239572,37.56742969584738
R005,2025-01-10,15.203719636945781,48.13659635442804,43.52935911920332
R005,2025-01-11,28.147993632963097,47.640735600930526,45.580600487314925
R005,2025-01-12,22.642084257692453,22.752177587006855,83.77094915292577
R005,2025-01-13,19.142722421307077,36.992887549254036,86.48574658311885
R005,2025-01-14,31.665146028838553,47.85142816495376,65.86355247801036
R005,2025-01-15,18.56189614873798,33.02572096788555,53.3161502582181
R005,2025-01-16,27.809972461468824,26.052239079959406,84.28154430037989
R005,2025-01-17,34.67319606834577,33.391293024814075,48.301585431497976
R005,2025-01-18,22.68188854403115,17.607391805624562,32.58306189075504
R005,2025-01-19,26.002471056461097,5.566116989863396,42.523852751195435
R005,2025-01-20,18.330969597620253,22.57675737505986,53.67315386563223
R005,2025-01-21,22.48771956179457,15.703829807619806,43.85175505512204
R005,2025-01-22,20.622945149864645,13.927068162894141,47.848827920629276
R005,2025-01-23,25.642733991513293,4.436198388487872,84.30072988671432
R005,2025-01-24,21.80898537996026,10.227471901147572,60.587268188752404
R005,2025-01-25,27.945749975989095,15.242576717000594,69.77668886647821
R005,2025-01-26,22.871755585527822,43.02547992844673,65.8237531272113
R005,2025-01-27,32.42492581886694,35.35620248409068,86.71796072822403
R005,2025-01-28,25.174131527277204,8.499867443015852,46.09208379421975
R005,2025-01-29,21.068680242980083,24.49876091416123,88.14686113419648
R005,2025-01-30,17.38491343512138,36.590942318250534,52.33808092986207
R005,2025-01-31,31.713372186361287,49.051014618619995,57.34057659268863
R005,2025-02-01,20.641022190591357,18.04922987724963,65.8560780782951
R005,2025-02-02,15.043896405892045,49.745997647694395,51.83827070187978
R005,2025-02-03,27.052515846913526,43.48376360407155,65.53882940528716
R005,2025-02-04,21.77421380618789,6.935159832874849,49.46051671919517
R005,2025-02-05,25.414091744630625,17.391609260831608,44.07816122950661
R005,2025-02-06,33.77186140418942,21.090490812589824,81.54639380119298
R005,2025-02-07,31.535575650708868,42.72881311069998,84.9501752538439
R005,2025-02-08,32.748149917187064,35.77841486743007,64.63173042019248
R005,2025-02-09,19.51312673245084,4.8713753151485575,68.90170064832803
R005,2025-02-10,29.850550129036865,3.5850750964642577,59.95645975183615
R005,2025-02-11,17.22044549357641,27.54854413494504,35.37166302840701
R005,2025-02-12,33.066746410117254,6.778606946580395,48.85297025530551
R005,2025-02-13,17.34237096923328,11.107842638586234,81.89116820338792
R005,2025-02-14,32.90531638829113,17.349229240577767,52.78609609957829
R005,2025-02-15,31.49930812248315,44.106584234515516,30.644313896905942
R005,2025-02-16,15.939062986044757,42.43123701624959,47.778313214139686
R005,2025-02-17,25.40643890374284,26.435938499560933,51.6925948410903
R005,2025-02-18,17.909832049037792,48.62035065096829,59.21773672483923
R005,2025-02-19,30.139861074009218,38.972360042027965,50.79158563265551
R005,2025-02-20,16.63494425481052,34.94617437165565,80.74741640100561
R005,2025-02-21,24.095767876536133,45.73612149842283,73.34118076646108
R005,2025-02-22,31.029185736982136,4.687484950028992,88.68394927172272
R005,2025-02-23,24.634846837579513,24.78030969153196,48.66518913568934
R005,2025-02-24,31.67996490697928,7.689550136199924,40.70657049445246
R005,2025-02-25,33.81587231829769,15.783251594986286,61.543761742056546
R005,2025-02-26,17.287293077081674,43.399025872246874,74.32902780541795
R005,2025-02-27,24.22446898275396,10.3346434176034,52.54098287048262
R005,2025-02-28,18.725874910478222,16.704761117886473,46.98590429468056
R005,2025-03-01,28.528426915967856,3.9182287611579882,61.942704830715925
R005,2025-03-02,18.293564200317785,35.913536544197946,71.46918094159278
R005,2025-03-03,17.85687436889499,27.82335091046995,33.729310499032906
R005,2025-03-04,29.22306998196026,31.56518858449845,87.6619009328308
R005,2025-03-05,19.990065246380475,19.403009888413198,38.70637241410147
R005,2025-03-06,33.01975160504478,19.194725514395728,81.04236535619427
R005,2025-03-07,16.356304748850782,8.950457122931855,39.172623658590474
R005,2025-03-08,18.611258845366358,46.32043200727364,34.009170619963186
R005,2025-03-09,22.50560069851104,9.148672654433792,84.0659704746071
R005,2025-03-10,15.207285485058406,43.870323760075244,30.09470416006701
R005,2025-03-11,28.029434009391423,39.981888449054196,83.22279157348339
R006,2025-01-01,22.226500416660123,28.509197377555417,31.814152554193278
R006,2025-01-02,19.051112491701474,38.50426783508753,59.35836948898914
R006,2025-01-03,31.776129943131853,47.64028785799544,48.74423541508155
R006,2025-01-04,17.15236627177231,28.68205931793364,59.4456297253946
R006,2025-01-05,21.49266186134117,4.810899288871867,35.621228300765054
R006,2025-01-06,34.429303307918175,43.58795960735734,65.96377389083202
R006,2025-01-07,30.45954643899632,49.778414112991435,83.56658511201381
R006,2025-01-08,31.280476379418282,45.06580137517694,36.53917030549092
R006,2025-01-09,19.550849427728778,13.632128887005218,72.3300225209473
R006,2025-01-10,32.594324414317896,38.356105758367015,86.21884057027614
R006,2025-01-11,24.56516095455654,29.068440047916805,70.65173273713414
R006,2025-01-12,24.096004182266853,46.712097625478755,73.53022022354722
R006,2025-01-13,30.015870238546626,3.167985860496214,67.66477278251102
R006,2025-01-14,32.22346656806085,37.09619473053134,46.074466889432955
R006,2025-01-15,16.205186568060196,39.05952607784579,34.664710364994484
R006,2025-01-16,34.59533807828677,28.418844790056607,46.69362749093532
R006,2025-01-17,19.428596485765254,33.76281203101141,32.813057685115844
R006,2025-01-18,29.43908801046296,10.234174173092375,48.732956918955516
R006,2025-01-19,27.56081218401965,45.47627087972666,48.72486023828786
R006,2025-01-20,16.18481545756959,21.519596263055185,78.72271620721916
R006,2025-01-21,28.664371540656006,20.410155618181903,78.51304830999746
R006,2025-01-22,30.318700282068598,16.398943534848716,68.57753938120945
R006,2025-01-23,34.69593828992701,3.929488436419554,54.978665985070194
R006,2025-01-24,22.176761665603394,31.694842235907384,47.084557543907394
R006,2025-01-25,28.34935280197734,20.641602083212877,32.205136462499425
R006,2025-01-26,28.3658160770312,38.14281602577264,73.25256309481449
R006,2025-01-27,27.639404994106375,10.58977585987056,48.9851570589616
R006,2025-01-28,28.40220139224838,44.44466771500474,87.75980401035817
R006,2025-01-29,27.815714294145586,15.22420124412543,44.31129939142262
R006,2025-01-30,33.0819569433054,26.434779343764998,74.59954302851864
R006,2025-01-31,17.29371915933023,44.455091809233615,60.342493354247
R006,2025-02-01,30.399627130556514,46.09781123861604,65.05345786673163
R006,2025-02-02,30.846612775278473,3.6473584207082466,89.18433514309453
R006,2025-02-03,32.423825692536056,14.216011950864543,50.91786486894513
R006,2025-02-04,16.25804196298752,35.60814437277905,36.791191963766714
R006,2025-02-05,34.07991060918845,14.167489929522937,39.86783096880052
R006,2025-02-06,16.673661724453616,23.700469608564905,70.89194881147574
R006,2025-02-07,22.808003379014583,39.36485193554359,33.49031060549056
R006,2025-02-08,26.717384129747057,22.60911097366442,46.81378308628508
R006,2025-02-09,19.276784654603425,27.337043769231546,89.54909872899839
R006,2025-02-10,15.518047408826314,1.1735092052196916,75.17916848081096
R006,2025-02-11,23.142498626091417,27.439325199539834,60.27149737836433
R006,2025-02-12,30.757939797871916,37.48733465908782,69.40552003059781
R006,2025-02-13,24.26388091206558,47.44980939360081,39.72350408852377
R006,2025-02-14,19.10811458401668,23.828053640523773,67.04771883670615
R006,2025-02-15,34.21419083193435,12.918645217357778,61.758928911961036
R006,2025-02-16,31.303703263052782,47.73312487382114,77.54237944261077
R006,2025-02-17,21.732464640338396,43.425620301036325,49.087529423948354
R006,2025-02-18,16.710141421320426,34.773930116571165,50.69757625138627
R006,2025-02-19,27.63367833577543,26.988615023240413,71.21311638319557
R006,2025-02-20,18.641623877649884,27.231548302519297,57.658224689255164
R006,2025-02-21,19.543710770292478,43.38089262964502,77.46550643328547
R006,2025-02-22,32.10854146407169,0.6561933520677021,80.23479680104217
R006,2025-02-23,31.83662980921927,48.83914427398856,52.46481134412229
R006,2025-02-24,19.047977805281676,11.163309844348795,71.66186873592646
R006,2025-02-25,20.876800448205053,37.8426402551316,66.00140291499463
R006,2025-02-26,16.49039086538789,49.00064361403478,51.568995004622636
R006,2025-02-27,24.412118857937585,48.94758121882356,61.93069097537992
R006,2025-02-28,24.616107616192984,45.56551437821451,47.774373647955684
R006,2025-03-01,34.124437603262436,45.15769120036355,86.897357393323
